orderId,sourceId,sku,name,qtyBox,qtyPcs,destLoc,trip,plant,expDate,ean
lotte20260625aircon-1012,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/25空調-1,A37,2026/12/09,48801062641237
lotte20260625aircon-1013,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/25空調-1,A37,2026/12/09,48801062641237
lotte20260625aircon-1014,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/25空調-1,A37,2026/12/09,48801062641237
lotte20260625aircon-1015,,BK9284,LOTTE Pepero 白巧克力口味餅乾棒分享盒,72,648,,6/25空調-1,A37,2026/12/09,48801062641237
lotte20260625aircon-1016,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,0,4,,6/25空調-1,A37,2026/09/04,18801062880888
lotte20260625aircon-1017,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,19,176,,6/25空調-1,A37,2026/09/04,18801062880888
lotte20260625aircon-1018,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,32,288,,6/25空調-1,A37,2026/09/04,18801062880888
lotte20260625aircon-1019,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/25空調-1,A37,2026/09/04,18801062880888
lotte20260625aircon-1020,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/25空調-1,A37,2027/02/08,18801062862532
lotte20260625aircon-1021,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/25空調-1,A37,2027/02/08,18801062862532
lotte20260625aircon-1022,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/25空調-1,A37,2027/02/08,18801062862532
lotte20260625aircon-1023,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/25空調-1,A37,2027/02/09,18801062862532
lotte20260625aircon-2001,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,43,395,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2002,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,59,536,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2003,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2004,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2005,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2006,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2007,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2008,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2009,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2010,,BK9285,LOTTE Pepero 脆心巧克力口味餅乾棒分享盒,72,648,,6/25空調-2,A37,2026/09/15,18801062880888
lotte20260625aircon-2011,,BK9305,LOTTE Pepero 草莓脆粒餅乾棒32g,80,3200,,6/25空調-2,A37,2027/02/09,18801062862532
lotte20260625aircon-2012,,BK9318,LOTTE Pepero巧克力夾心口味餅乾棒45g,0,16,,6/25空調-2,A37,2026/09/15,18801062860521
lotte20260625aircon-2013,,BK9318,LOTTE Pepero巧克力夾心口味餅乾棒45g,65,2636,,6/25空調-2,A37,2026/10/26,18801062860521
lotte20260625aircon-2014,,BK9358,LOTTE Pepero 巧克力口味餅乾棒分享盒for PX,11,99,,6/25空調-2,A37,2027/03/18,18801062016096
lotte20260625aircon-2015,,BK9358,LOTTE Pepero 巧克力口味餅乾棒分享盒for PX,14,126,,6/25空調-2,A37,2026/08/17,18801062016096
lotte20260625aircon-2016,,BK9359,LOTTE  Pepero 杏仁巧克力口味餅乾棒分享盒for PX,2,18,,6/25空調-2,A37,2026/08/20,28801062482201
